Judul,Abstraksi
Pengaruh Karakteristik Biografis Individu Terhadap Kepuasan Kerja Pegawai Puskesmas Kabupaten Sampang,"Idayatul Anggraini, Pengaruh Karakteristik Biografis Individu Terhadap Kepuasan Kerja Pegawai Puskesmas Kabupaten Sampang. Dibawah Bimbingan Dr. H.M Alkirom Wildam, SE.,Msi dan Dra. Hj.S. Anugrahini Irawati,MM
Tujuan dalam penelitian ini adalah Mengetahui pengaruh karakteristik biografis individu yang berupa usia, jenis kelamin, status perkawinan, jumlah atau banyaknya tanggungan, dan masa kerja terhadap kepuasan kerja pegawai, Mengetahui diantara usia, jenis kelamin, status perkawinan, jumlah atau banyaknya tanggungan, mana yang berpengaruh dominan terhadap kepuasan kerja. Jenis data dalam penelitian ini adalah kuantitatif dengan Alat analisis menggunakan regresi linier berganda.
Hipotesis dalam penelitian ini adalah ada pengaruh positif antara usia, jenis kelamin, status perkawinan, jumlah atau banyaknya tanggungan, masa kerja terhadap kepuasan kerja pegawai dan masa kerja berpengaruh dominan terhadap kepuasan kerja pegawai. Berdasarkan hasil pengujian menunjukkan bahwa semua hipotesis kecuali usia, jenis kelamin, dan jumlah atau banyaknya tanggungan dapat diterima.
Kesimpulan penelitian ini menunjukkan bahwa variabel usia (X1) tidak mempunyai pengaruh signifikan terhadap Kepuasan Kerja Pegawai (Y) (nilai probabilitas t-hitung (0,000) > Level of Significant (0,05). Variabel jenis kelamin (X2) tidak mempunyai pengaruh signifikan terhadap Kepuasan Kerja Pegawai (Y) (nilai probabilitas t-hitung (0,000) > Level of Significant (0,05). Variabel status perkawinan (X3) mempunyai pengaruh signifikan terhadap Kepuasan Kerja Pegawai (Y) (nilai probabilitas t-hitung (0,000) < Level of Significant (0,05). Variabel jumlah atau banyaknya tanggungan (X4) tidak mempunyai pengaruh signifikan terhadap Kepuasan Kerja Pegawai (Y) (nilai probabilitas t-hitung (0,000) > Level of Significant (0,05). Variabel masa kerja (X5) mempunyai pengaruh signifikan terhadap Kepuasan Kerja Pegawai (Y) (nilai probabilitas t-hitung (0,000) < Level of Significant (0,05).Variabel usia (X1), jenis kelamin (X2), status perkawinan (X3), jumlah atau banyaknya tanggungan (X4), dan masa kerja (X5) berpengaruh secara bersama-sama terhadap Kepuasan Kerja Pegawai (nilai probabilitas F-hitung (0,000) < Level of Significant (0,05).
Kata Kunci : Karakteristik Biografis Individu (usia, jenis kelamin, status perkawinan, jumlah atau banyaknya tanggungan, dan masa kerja), kepuasan kerja.
"
Pengaruh Karakteristik Biografis Individu Terhadap Kepuasan Kerja Pegawai Puskesmas Kabupaten Sampang,"Idayatul Anggraini, Pengaruh Karakteristik Biografis Individu Terhadap Kepuasan Kerja Pegawai Puskesmas Kabupaten Sampang. Dibawah Bimbingan Dr. H.M Alkirom Wildam, SE.,Msi dan Dra. Hj.S. Anugrahini Irawati,MM
Tujuan dalam penelitian ini adalah Mengetahui pengaruh karakteristik biografis individu yang berupa usia, jenis kelamin, status perkawinan, jumlah atau banyaknya tanggungan, dan masa kerja terhadap kepuasan kerja pegawai, Mengetahui diantara usia, jenis kelamin, status perkawinan, jumlah atau banyaknya tanggungan, mana yang berpengaruh dominan terhadap kepuasan kerja. Jenis data dalam penelitian ini adalah kuantitatif dengan Alat analisis menggunakan regresi linier berganda.
Hipotesis dalam penelitian ini adalah ada pengaruh positif antara usia, jenis kelamin, status perkawinan, jumlah atau banyaknya tanggungan, masa kerja terhadap kepuasan kerja pegawai dan masa kerja berpengaruh dominan terhadap kepuasan kerja pegawai. Berdasarkan hasil pengujian menunjukkan bahwa semua hipotesis kecuali usia, jenis kelamin, dan jumlah atau banyaknya tanggungan dapat diterima.
Kesimpulan penelitian ini menunjukkan bahwa variabel usia (X1) tidak mempunyai pengaruh signifikan terhadap Kepuasan Kerja Pegawai (Y) (nilai probabilitas t-hitung (0,000) > Level of Significant (0,05). Variabel jenis kelamin (X2) tidak mempunyai pengaruh signifikan terhadap Kepuasan Kerja Pegawai (Y) (nilai probabilitas t-hitung (0,000) > Level of Significant (0,05). Variabel status perkawinan (X3) mempunyai pengaruh signifikan terhadap Kepuasan Kerja Pegawai (Y) (nilai probabilitas t-hitung (0,000) < Level of Significant (0,05). Variabel jumlah atau banyaknya tanggungan (X4) tidak mempunyai pengaruh signifikan terhadap Kepuasan Kerja Pegawai (Y) (nilai probabilitas t-hitung (0,000) > Level of Significant (0,05). Variabel masa kerja (X5) mempunyai pengaruh signifikan terhadap Kepuasan Kerja Pegawai (Y) (nilai probabilitas t-hitung (0,000) < Level of Significant (0,05).Variabel usia (X1), jenis kelamin (X2), status perkawinan (X3), jumlah atau banyaknya tanggungan (X4), dan masa kerja (X5) berpengaruh secara bersama-sama terhadap Kepuasan Kerja Pegawai (nilai probabilitas F-hitung (0,000) < Level of Significant (0,05).
Kata Kunci : Karakteristik Biografis Individu (usia, jenis kelamin, status perkawinan, jumlah atau banyaknya tanggungan, dan masa kerja), kepuasan kerja.
"
Pengaruh Karakteristik Biografis Individu Terhadap Kepuasan Kerja Pegawai Puskesmas Kabupaten Sampang,"Idayatul Anggraini, Pengaruh Karakteristik Biografis Individu Terhadap Kepuasan Kerja Pegawai Puskesmas Kabupaten Sampang. Dibawah Bimbingan Dr. H.M Alkirom Wildam, SE.,Msi dan Dra. Hj.S. Anugrahini Irawati,MM
Tujuan dalam penelitian ini adalah Mengetahui pengaruh karakteristik biografis individu yang berupa usia, jenis kelamin, status perkawinan, jumlah atau banyaknya tanggungan, dan masa kerja terhadap kepuasan kerja pegawai, Mengetahui diantara usia, jenis kelamin, status perkawinan, jumlah atau banyaknya tanggungan, mana yang berpengaruh dominan terhadap kepuasan kerja. Jenis data dalam penelitian ini adalah kuantitatif dengan Alat analisis menggunakan regresi linier berganda.
Hipotesis dalam penelitian ini adalah ada pengaruh positif antara usia, jenis kelamin, status perkawinan, jumlah atau banyaknya tanggungan, masa kerja terhadap kepuasan kerja pegawai dan masa kerja berpengaruh dominan terhadap kepuasan kerja pegawai. Berdasarkan hasil pengujian menunjukkan bahwa semua hipotesis kecuali usia, jenis kelamin, dan jumlah atau banyaknya tanggungan dapat diterima.
Kesimpulan penelitian ini menunjukkan bahwa variabel usia (X1) tidak mempunyai pengaruh signifikan terhadap Kepuasan Kerja Pegawai (Y) (nilai probabilitas t-hitung (0,000) > Level of Significant (0,05). Variabel jenis kelamin (X2) tidak mempunyai pengaruh signifikan terhadap Kepuasan Kerja Pegawai (Y) (nilai probabilitas t-hitung (0,000) > Level of Significant (0,05). Variabel status perkawinan (X3) mempunyai pengaruh signifikan terhadap Kepuasan Kerja Pegawai (Y) (nilai probabilitas t-hitung (0,000) < Level of Significant (0,05). Variabel jumlah atau banyaknya tanggungan (X4) tidak mempunyai pengaruh signifikan terhadap Kepuasan Kerja Pegawai (Y) (nilai probabilitas t-hitung (0,000) > Level of Significant (0,05). Variabel masa kerja (X5) mempunyai pengaruh signifikan terhadap Kepuasan Kerja Pegawai (Y) (nilai probabilitas t-hitung (0,000) < Level of Significant (0,05).Variabel usia (X1), jenis kelamin (X2), status perkawinan (X3), jumlah atau banyaknya tanggungan (X4), dan masa kerja (X5) berpengaruh secara bersama-sama terhadap Kepuasan Kerja Pegawai (nilai probabilitas F-hitung (0,000) < Level of Significant (0,05).
Kata Kunci : Karakteristik Biografis Individu (usia, jenis kelamin, status perkawinan, jumlah atau banyaknya tanggungan, dan masa kerja), kepuasan kerja.
"
Pengaruh Relationship Marketing Terhadap Kepuasan Nasabah (Studi Pada AJB Bumiputera 1912 Cabang Lamongan),"       Penelitian ini bertujuan untuk mengetahui pengaruh simultan keempat variabel relationship marketing yang terdiri dari: Ikatan (Bonding), Empati (Empathy), Timbal Balik (Reciprocity), dan Kepercayaan (Trust) terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan, untuk mengetahui pengaruh parsial keempat variabel relationship marketing yang terdiri dari: Ikatan (Bonding), Empati (Empathy), Timbal Balik (Reciprocity), dan Kepercayaan (Trust) terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan, dan untuk mengetahui variabel relationship marketing yang berpengaruh paling besar tehadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan.

       AJB Bumiputera 1912 Cabang Lamongan merupakan objek dari penelitian ini dan populasi dalam penelitian ini adalah para nasabah AJB Bumiputera 1912 Cabang Lamongan pada tahun 2014 dengan sampel sebanyak 95 responden. Teknik analisis data yang digunakan untuk menguji hipotesis dalam penelitian ini adalah menggunakan analisis regresi linier berganda. Pengambilan sampel menggunakan metode non-probability sampling dengan teknik insidental sampling.

       Dari hasil perhitungan dengan menggunakan IBM SPSS versi 20 dapat diketahui bahwa: (1) Secara simultan dari keempat variabel relationship marketing yang terdiri dari: Ikatan (Bonding), Empati (Empathy), Timbal Balik (Reciprocity), dan Kepercayaan (Trust) berpengaruh secara signifikan terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan. (2) Secara parsial variabel Ikatan (Bonding), Timbal Balik (Reciprocity), dan Kepercayaan (Trust) memiliki pengaruh secara signifikan terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan, untuk variabel Empati (Empathy) tidak memiliki pengaruh secara signifikan terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan. (3) Variabel Kepercayaan (Trust) merupakan variabel yang berpengaruh paling besar terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan.

Kata Kunci: Relationship Marketing dan Kepuasan Nasabah."
Pengaruh Relationship Marketing Terhadap Kepuasan Nasabah (Studi Pada AJB Bumiputera 1912 Cabang Lamongan),"       Penelitian ini bertujuan untuk mengetahui pengaruh simultan keempat variabel relationship marketing yang terdiri dari: Ikatan (Bonding), Empati (Empathy), Timbal Balik (Reciprocity), dan Kepercayaan (Trust) terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan, untuk mengetahui pengaruh parsial keempat variabel relationship marketing yang terdiri dari: Ikatan (Bonding), Empati (Empathy), Timbal Balik (Reciprocity), dan Kepercayaan (Trust) terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan, dan untuk mengetahui variabel relationship marketing yang berpengaruh paling besar tehadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan.

       AJB Bumiputera 1912 Cabang Lamongan merupakan objek dari penelitian ini dan populasi dalam penelitian ini adalah para nasabah AJB Bumiputera 1912 Cabang Lamongan pada tahun 2014 dengan sampel sebanyak 95 responden. Teknik analisis data yang digunakan untuk menguji hipotesis dalam penelitian ini adalah menggunakan analisis regresi linier berganda. Pengambilan sampel menggunakan metode non-probability sampling dengan teknik insidental sampling.

       Dari hasil perhitungan dengan menggunakan IBM SPSS versi 20 dapat diketahui bahwa: (1) Secara simultan dari keempat variabel relationship marketing yang terdiri dari: Ikatan (Bonding), Empati (Empathy), Timbal Balik (Reciprocity), dan Kepercayaan (Trust) berpengaruh secara signifikan terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan. (2) Secara parsial variabel Ikatan (Bonding), Timbal Balik (Reciprocity), dan Kepercayaan (Trust) memiliki pengaruh secara signifikan terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan, untuk variabel Empati (Empathy) tidak memiliki pengaruh secara signifikan terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan. (3) Variabel Kepercayaan (Trust) merupakan variabel yang berpengaruh paling besar terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan.

Kata Kunci: Relationship Marketing dan Kepuasan Nasabah."
Pengaruh Relationship Marketing Terhadap Kepuasan Nasabah (Studi Pada AJB Bumiputera 1912 Cabang Lamongan),"       Penelitian ini bertujuan untuk mengetahui pengaruh simultan keempat variabel relationship marketing yang terdiri dari: Ikatan (Bonding), Empati (Empathy), Timbal Balik (Reciprocity), dan Kepercayaan (Trust) terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan, untuk mengetahui pengaruh parsial keempat variabel relationship marketing yang terdiri dari: Ikatan (Bonding), Empati (Empathy), Timbal Balik (Reciprocity), dan Kepercayaan (Trust) terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan, dan untuk mengetahui variabel relationship marketing yang berpengaruh paling besar tehadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan.

       AJB Bumiputera 1912 Cabang Lamongan merupakan objek dari penelitian ini dan populasi dalam penelitian ini adalah para nasabah AJB Bumiputera 1912 Cabang Lamongan pada tahun 2014 dengan sampel sebanyak 95 responden. Teknik analisis data yang digunakan untuk menguji hipotesis dalam penelitian ini adalah menggunakan analisis regresi linier berganda. Pengambilan sampel menggunakan metode non-probability sampling dengan teknik insidental sampling.

       Dari hasil perhitungan dengan menggunakan IBM SPSS versi 20 dapat diketahui bahwa: (1) Secara simultan dari keempat variabel relationship marketing yang terdiri dari: Ikatan (Bonding), Empati (Empathy), Timbal Balik (Reciprocity), dan Kepercayaan (Trust) berpengaruh secara signifikan terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan. (2) Secara parsial variabel Ikatan (Bonding), Timbal Balik (Reciprocity), dan Kepercayaan (Trust) memiliki pengaruh secara signifikan terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan, untuk variabel Empati (Empathy) tidak memiliki pengaruh secara signifikan terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan. (3) Variabel Kepercayaan (Trust) merupakan variabel yang berpengaruh paling besar terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan.

Kata Kunci: Relationship Marketing dan Kepuasan Nasabah."
Pengaruh Relationship Marketing Terhadap Kepuasan Nasabah (Studi Pada AJB Bumiputera 1912 Cabang Lamongan),"       Penelitian ini bertujuan untuk mengetahui pengaruh simultan keempat variabel relationship marketing yang terdiri dari: Ikatan (Bonding), Empati (Empathy), Timbal Balik (Reciprocity), dan Kepercayaan (Trust) terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan, untuk mengetahui pengaruh parsial keempat variabel relationship marketing yang terdiri dari: Ikatan (Bonding), Empati (Empathy), Timbal Balik (Reciprocity), dan Kepercayaan (Trust) terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan, dan untuk mengetahui variabel relationship marketing yang berpengaruh paling besar tehadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan.

       AJB Bumiputera 1912 Cabang Lamongan merupakan objek dari penelitian ini dan populasi dalam penelitian ini adalah para nasabah AJB Bumiputera 1912 Cabang Lamongan pada tahun 2014 dengan sampel sebanyak 95 responden. Teknik analisis data yang digunakan untuk menguji hipotesis dalam penelitian ini adalah menggunakan analisis regresi linier berganda. Pengambilan sampel menggunakan metode non-probability sampling dengan teknik insidental sampling.

       Dari hasil perhitungan dengan menggunakan IBM SPSS versi 20 dapat diketahui bahwa: (1) Secara simultan dari keempat variabel relationship marketing yang terdiri dari: Ikatan (Bonding), Empati (Empathy), Timbal Balik (Reciprocity), dan Kepercayaan (Trust) berpengaruh secara signifikan terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan. (2) Secara parsial variabel Ikatan (Bonding), Timbal Balik (Reciprocity), dan Kepercayaan (Trust) memiliki pengaruh secara signifikan terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan, untuk variabel Empati (Empathy) tidak memiliki pengaruh secara signifikan terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan. (3) Variabel Kepercayaan (Trust) merupakan variabel yang berpengaruh paling besar terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan.

Kata Kunci: Relationship Marketing dan Kepuasan Nasabah."
Pengaruh Relationship Marketing Terhadap Kepuasan Nasabah (Studi Pada AJB Bumiputera 1912 Cabang Lamongan),"       Penelitian ini bertujuan untuk mengetahui pengaruh simultan keempat variabel relationship marketing yang terdiri dari: Ikatan (Bonding), Empati (Empathy), Timbal Balik (Reciprocity), dan Kepercayaan (Trust) terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan, untuk mengetahui pengaruh parsial keempat variabel relationship marketing yang terdiri dari: Ikatan (Bonding), Empati (Empathy), Timbal Balik (Reciprocity), dan Kepercayaan (Trust) terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan, dan untuk mengetahui variabel relationship marketing yang berpengaruh paling besar tehadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan.

       AJB Bumiputera 1912 Cabang Lamongan merupakan objek dari penelitian ini dan populasi dalam penelitian ini adalah para nasabah AJB Bumiputera 1912 Cabang Lamongan pada tahun 2014 dengan sampel sebanyak 95 responden. Teknik analisis data yang digunakan untuk menguji hipotesis dalam penelitian ini adalah menggunakan analisis regresi linier berganda. Pengambilan sampel menggunakan metode non-probability sampling dengan teknik insidental sampling.

       Dari hasil perhitungan dengan menggunakan IBM SPSS versi 20 dapat diketahui bahwa: (1) Secara simultan dari keempat variabel relationship marketing yang terdiri dari: Ikatan (Bonding), Empati (Empathy), Timbal Balik (Reciprocity), dan Kepercayaan (Trust) berpengaruh secara signifikan terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan. (2) Secara parsial variabel Ikatan (Bonding), Timbal Balik (Reciprocity), dan Kepercayaan (Trust) memiliki pengaruh secara signifikan terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan, untuk variabel Empati (Empathy) tidak memiliki pengaruh secara signifikan terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan. (3) Variabel Kepercayaan (Trust) merupakan variabel yang berpengaruh paling besar terhadap kepuasan nasabah AJB Bumiputera 1912 Cabang Lamongan.

Kata Kunci: Relationship Marketing dan Kepuasan Nasabah."
PENGARUH KREATIVITAS DAN PERILAKU INOVATIF TERHADAP KINERJA KARYAWAN KONVEKSI STAR NINE GROUP DI DESA TRITUNGGAL BABAT LAMONGAN,"ABSTRAK

Vivi Qurrata  A’yyun. 2015. Pengaruh Kreativitas Dan Perilaku Inovatif Terhadap Kinerja Karyawan Konveksi Star Nine Group Di Desa Tritunggal Babat Lamongan, di bawah bimbingan Dr. H. RM. Moch Wispandono, SE., MS. Dan Dr. Hj. Iriani Ismail, Dra., MM.
Kreativitas dan perilaku inovatif merupakan salah satu faktor penting yang dapat mempengaruhi kinerja karyawan konveksi STAR NINE, dalam melakukan pekerjaan, karyawan sering memiliki permasalah seperti tingkat kreativitas dan perilaku inovatif yang yang rendah sehingga dapat mempengaruhi kinerja karyawan, konveksi STAR NINE memiliki pelatihan kreativitas terhadap karyawan agar tingkat kreativitasnya dapat berkembang terus.
Tujuan penelitian ini adalah untuk mengidentifikasi variabel kreativitas dan perilaku inovatif mempengaruhi kinerja karyawan Konveksi Star Nine Group Di Desa Tritunggal Babat Lamongan baik secara simultan maupun secara persial.
Penelitian ini menggunakan metode kuantitatif dimana populasinya adalah semua karyawan Konveksi Star Nine Group di Desa Tritunggal Babat Lamongan dengan teknik pengambilan sampel mengguakan sampling jenuh dan diperoleh sampel sebanyak 50 responden. Berdasarkan uji satistik , ditemukan bahwa kreativitas dan perilaku inovatif berpengaruh secara simultan terhadap kinerja karyawan sebesar 81,6 %. Kemudian ditemukan bahwa kreativitas berpengaruh secara parsial terhadap kinerja karyawan sebesar 16,2%. Selanjutnya ditemukan bahwa perilaku inovatif berpengaruh secara parsial terhadap kinerja karyawan sebesar 7,16%. Dengan demikian perilaku inovatif memberikan pengaruh signifikan terbesar terhadap kinerja karyawan.
Kata Kunci : Kreativitas, Perilaku Inovatif dan Kinerja Karyawan.



"
PENGARUH KREATIVITAS DAN PERILAKU INOVATIF TERHADAP KINERJA KARYAWAN KONVEKSI STAR NINE GROUP DI DESA TRITUNGGAL BABAT LAMONGAN,"ABSTRAK

Vivi Qurrata  A’yyun. 2015. Pengaruh Kreativitas Dan Perilaku Inovatif Terhadap Kinerja Karyawan Konveksi Star Nine Group Di Desa Tritunggal Babat Lamongan, di bawah bimbingan Dr. H. RM. Moch Wispandono, SE., MS. Dan Dr. Hj. Iriani Ismail, Dra., MM.
Kreativitas dan perilaku inovatif merupakan salah satu faktor penting yang dapat mempengaruhi kinerja karyawan konveksi STAR NINE, dalam melakukan pekerjaan, karyawan sering memiliki permasalah seperti tingkat kreativitas dan perilaku inovatif yang yang rendah sehingga dapat mempengaruhi kinerja karyawan, konveksi STAR NINE memiliki pelatihan kreativitas terhadap karyawan agar tingkat kreativitasnya dapat berkembang terus.
Tujuan penelitian ini adalah untuk mengidentifikasi variabel kreativitas dan perilaku inovatif mempengaruhi kinerja karyawan Konveksi Star Nine Group Di Desa Tritunggal Babat Lamongan baik secara simultan maupun secara persial.
Penelitian ini menggunakan metode kuantitatif dimana populasinya adalah semua karyawan Konveksi Star Nine Group di Desa Tritunggal Babat Lamongan dengan teknik pengambilan sampel mengguakan sampling jenuh dan diperoleh sampel sebanyak 50 responden. Berdasarkan uji satistik , ditemukan bahwa kreativitas dan perilaku inovatif berpengaruh secara simultan terhadap kinerja karyawan sebesar 81,6 %. Kemudian ditemukan bahwa kreativitas berpengaruh secara parsial terhadap kinerja karyawan sebesar 16,2%. Selanjutnya ditemukan bahwa perilaku inovatif berpengaruh secara parsial terhadap kinerja karyawan sebesar 7,16%. Dengan demikian perilaku inovatif memberikan pengaruh signifikan terbesar terhadap kinerja karyawan.
Kata Kunci : Kreativitas, Perilaku Inovatif dan Kinerja Karyawan.



"
PENGARUH KREATIVITAS DAN PERILAKU INOVATIF TERHADAP KINERJA KARYAWAN KONVEKSI STAR NINE GROUP DI DESA TRITUNGGAL BABAT LAMONGAN,"ABSTRAK

Vivi Qurrata  A’yyun. 2015. Pengaruh Kreativitas Dan Perilaku Inovatif Terhadap Kinerja Karyawan Konveksi Star Nine Group Di Desa Tritunggal Babat Lamongan, di bawah bimbingan Dr. H. RM. Moch Wispandono, SE., MS. Dan Dr. Hj. Iriani Ismail, Dra., MM.
Kreativitas dan perilaku inovatif merupakan salah satu faktor penting yang dapat mempengaruhi kinerja karyawan konveksi STAR NINE, dalam melakukan pekerjaan, karyawan sering memiliki permasalah seperti tingkat kreativitas dan perilaku inovatif yang yang rendah sehingga dapat mempengaruhi kinerja karyawan, konveksi STAR NINE memiliki pelatihan kreativitas terhadap karyawan agar tingkat kreativitasnya dapat berkembang terus.
Tujuan penelitian ini adalah untuk mengidentifikasi variabel kreativitas dan perilaku inovatif mempengaruhi kinerja karyawan Konveksi Star Nine Group Di Desa Tritunggal Babat Lamongan baik secara simultan maupun secara persial.
Penelitian ini menggunakan metode kuantitatif dimana populasinya adalah semua karyawan Konveksi Star Nine Group di Desa Tritunggal Babat Lamongan dengan teknik pengambilan sampel mengguakan sampling jenuh dan diperoleh sampel sebanyak 50 responden. Berdasarkan uji satistik , ditemukan bahwa kreativitas dan perilaku inovatif berpengaruh secara simultan terhadap kinerja karyawan sebesar 81,6 %. Kemudian ditemukan bahwa kreativitas berpengaruh secara parsial terhadap kinerja karyawan sebesar 16,2%. Selanjutnya ditemukan bahwa perilaku inovatif berpengaruh secara parsial terhadap kinerja karyawan sebesar 7,16%. Dengan demikian perilaku inovatif memberikan pengaruh signifikan terbesar terhadap kinerja karyawan.
Kata Kunci : Kreativitas, Perilaku Inovatif dan Kinerja Karyawan.



"
PENGARUH KREATIVITAS DAN PERILAKU INOVATIF TERHADAP KINERJA KARYAWAN KONVEKSI STAR NINE GROUP DI DESA TRITUNGGAL BABAT LAMONGAN,"ABSTRAK

Vivi Qurrata  A’yyun. 2015. Pengaruh Kreativitas Dan Perilaku Inovatif Terhadap Kinerja Karyawan Konveksi Star Nine Group Di Desa Tritunggal Babat Lamongan, di bawah bimbingan Dr. H. RM. Moch Wispandono, SE., MS. Dan Dr. Hj. Iriani Ismail, Dra., MM.
Kreativitas dan perilaku inovatif merupakan salah satu faktor penting yang dapat mempengaruhi kinerja karyawan konveksi STAR NINE, dalam melakukan pekerjaan, karyawan sering memiliki permasalah seperti tingkat kreativitas dan perilaku inovatif yang yang rendah sehingga dapat mempengaruhi kinerja karyawan, konveksi STAR NINE memiliki pelatihan kreativitas terhadap karyawan agar tingkat kreativitasnya dapat berkembang terus.
Tujuan penelitian ini adalah untuk mengidentifikasi variabel kreativitas dan perilaku inovatif mempengaruhi kinerja karyawan Konveksi Star Nine Group Di Desa Tritunggal Babat Lamongan baik secara simultan maupun secara persial.
Penelitian ini menggunakan metode kuantitatif dimana populasinya adalah semua karyawan Konveksi Star Nine Group di Desa Tritunggal Babat Lamongan dengan teknik pengambilan sampel mengguakan sampling jenuh dan diperoleh sampel sebanyak 50 responden. Berdasarkan uji satistik , ditemukan bahwa kreativitas dan perilaku inovatif berpengaruh secara simultan terhadap kinerja karyawan sebesar 81,6 %. Kemudian ditemukan bahwa kreativitas berpengaruh secara parsial terhadap kinerja karyawan sebesar 16,2%. Selanjutnya ditemukan bahwa perilaku inovatif berpengaruh secara parsial terhadap kinerja karyawan sebesar 7,16%. Dengan demikian perilaku inovatif memberikan pengaruh signifikan terbesar terhadap kinerja karyawan.
Kata Kunci : Kreativitas, Perilaku Inovatif dan Kinerja Karyawan.



"
PENGARUH KREATIVITAS DAN PERILAKU INOVATIF TERHADAP KINERJA KARYAWAN KONVEKSI STAR NINE GROUP DI DESA TRITUNGGAL BABAT LAMONGAN,"ABSTRAK

Vivi Qurrata  A’yyun. 2015. Pengaruh Kreativitas Dan Perilaku Inovatif Terhadap Kinerja Karyawan Konveksi Star Nine Group Di Desa Tritunggal Babat Lamongan, di bawah bimbingan Dr. H. RM. Moch Wispandono, SE., MS. Dan Dr. Hj. Iriani Ismail, Dra., MM.
Kreativitas dan perilaku inovatif merupakan salah satu faktor penting yang dapat mempengaruhi kinerja karyawan konveksi STAR NINE, dalam melakukan pekerjaan, karyawan sering memiliki permasalah seperti tingkat kreativitas dan perilaku inovatif yang yang rendah sehingga dapat mempengaruhi kinerja karyawan, konveksi STAR NINE memiliki pelatihan kreativitas terhadap karyawan agar tingkat kreativitasnya dapat berkembang terus.
Tujuan penelitian ini adalah untuk mengidentifikasi variabel kreativitas dan perilaku inovatif mempengaruhi kinerja karyawan Konveksi Star Nine Group Di Desa Tritunggal Babat Lamongan baik secara simultan maupun secara persial.
Penelitian ini menggunakan metode kuantitatif dimana populasinya adalah semua karyawan Konveksi Star Nine Group di Desa Tritunggal Babat Lamongan dengan teknik pengambilan sampel mengguakan sampling jenuh dan diperoleh sampel sebanyak 50 responden. Berdasarkan uji satistik , ditemukan bahwa kreativitas dan perilaku inovatif berpengaruh secara simultan terhadap kinerja karyawan sebesar 81,6 %. Kemudian ditemukan bahwa kreativitas berpengaruh secara parsial terhadap kinerja karyawan sebesar 16,2%. Selanjutnya ditemukan bahwa perilaku inovatif berpengaruh secara parsial terhadap kinerja karyawan sebesar 7,16%. Dengan demikian perilaku inovatif memberikan pengaruh signifikan terbesar terhadap kinerja karyawan.
Kata Kunci : Kreativitas, Perilaku Inovatif dan Kinerja Karyawan.



"
